cnes;razao_social;nome_fantasia;logradouro;numero;bairro;CEP;codigo_municipio;latitude;londitude;referencia
3621936;DIRLENE MAFALDA ILDEFONSO DA SILVEIRA                       ;DIRLENE MAFALDA ILDEFONSO DA SILVEIRA                       ;RUA JOAQUIM LIMA                        ;517;PAPICU              ;60175005;230440;-3.740.418;-38.481.801;202005
3622339;CRISTIANE MENDONCA CANAMARY                                 ;CRISTIANE MENDONCA CANAMARY                                 ;AV PONTES VIEIRA                        ;2491;DIONISIO TORRES     ;60135237;230440;-3.750.879;-38.499.279;202005
3622495;LABORATORIO PROFESSOR ELEUTERIO DA COSTA SC LTDA            ;LABORATORIO PROFESSOR ELEUTERIO DA COSTA SC LTDA            ;RUA ANTONIO AUGUSTO                     ;1271;ALDEOTA             ;60110370;230440;-3.731.562;-38.513.709;202005
3622940;MARIA DE LOURDES COSTA CARDOSO                              ;MARIA DE LOURDES COSTA CARDOSO                              ;RUA PEDRO BORGES                        ;33;CENTRO              ;60055110;230440;-3.728.270;-38.527.308;202005
3623319;AUREA DRUMOND RAMOS SANTANA                                 ;AUREA DRUMOND RAMOS SANTANA                                 ;RUA PADRE CICERO                        ;975;CENTRO              ;63010020;230730;-72.046.929;-393.197.889;202005
3623416;FRANCISCO HIDELBRANDO ALVES MOTA                            ;FRANCISCO HIDELBRANDO ALVES MOTA                            ;AV BEZERRA DE MENEZES                   ;2071;SAO GERARDO         ;60325004;230440;-3.735.487;-38.562.833;202005
3623432;LINDALVA MARIA MARTINS MOTA                                 ;LINDALVA MARIA MARTINS MOTA                                 ;AV BEZERRA DE MENEZES                   ;2071;SAO GERARDO         ;60325003;230440;-3.735.684;-38.562.779;202005
3623556;JOSE EDUARDO SIEBRA                                         ;JOSE EDUARDO SIEBRA                                         ;AVENIDA PERIMETRAL DOM FRANCISCO        ;S/N       ;SAO MIGUEL          ;63122375;230420;-7.233.508.098.111.870;-39.402.058.124.542.200;202005
3623904;LUIS FERNANDO EVANS PERIN                                   ;LUIS FERNANDO EVANS PERIN                                   ;RUA CAROLINA SUCUPIRA                   ;1151;ALDEOTA             ;60140120;230440;-3.742.784;-38.493.799;202005
3624048;NOEMI CARVALHO NEVES                                        ;NOEMI CARVALHO NEVES                                        ;RUA MONSENHOR BRUNO                     ;967;ALDEOTA             ;60115190;230440;-3.730.793;-38.508.839;202005
3624056;MARCIA MUSY ARAUJO                                          ;MARCIA MUSY ARAUJO                                          ;AVJOVITA FEITOSA                        ;2816;PARQUELANDIA        ;60455410;230440;-3.740.904;-38.562.316;202005
3624218;FRANCISCO CLODOALDO DE LIMA                                 ;FRANCISCO CLODOALDO DE LIMA                                 ;RUA MOCA BONITA                         ;427;CONJ ESPERANCA      ;60110110;230440;                              ;                              ;202005
3624366;REGINA CLAUDIA MACEDO CASTELO                               ;REGINA CLAUDIA MACEDO CASTELO                               ;AV ODILON AGUIAR                        ;25;CENTRO              ;63660000;231330;-59.959.539;-402.948.226;202005
3624374;GINA BEZERRA SOUTO                                          ;GINA BEZERRA SOUTO                                          ;RUA DR MOURA FE                         ;903;SAO VICENTE         ;63700240;230410;-5.178;-40.678;202005
3624382;HELITO PEREIRA DA SILVA                                     ;HELITO PEREIRA DA SILVA                                     ;RUA PEDRO PEREIRA                       ;233;CENTRO              ;60035000;230440;-3.729.970;-38.527.594;202005
3624528;JOSE OSMAR VASCONCELOS FILHO                                ;JOSE OSMAR VASCONCELOS FILHO                                ;AV RUI BARBOSA                          ;2804;JOAQUIM TAVORA      ;60115222;230440;-3.747.418;-38.513.396;202005
3624536;JAVANA DOTH CAMERINO DE OLIVEIRA                            ;JAVANA DOTH CAMERINO DE OLIVEIRA                            ;RUA CEL LUCIO                           ;382;CENTRO              ;63700000;230410;                              ;                              ;202005
3624625;SERVICOS ESPECIALIZADO DE RADIOLOGIA ODONTOLOGICA LTDA      ;RADIOGRAF                                                   ;AV DESEMBARGADOR                        ;1678;ALDEOTA             ;60170001;230440;-3.740.816;-38.499.978;202005
3624692;MARIA ZULENA OLSEN MAIA PEREIRA                             ;MARIA ZULENA OLSEN MAIA PEREIRA                             ;AV SANTOS DUMONT                        ;2088;MEIRELES            ;60150160;230440;-3.734.192;-38.505.492;202005
3624765;ANDREA SIEBRA PONTES                                        ;ANDREA SIEBRA PONTES                                        ;RUA JOAO REGINO                         ;973;SEIS BOCAS          ;60821780;230440;-3.795.438;-38.482.344;202005
3624870;HUDSON JUCA DINIZ                                           ;HUDSON JUCA DINIZ                                           ;AV 13 DE MAIO                           ;1776;FATIMA              ;60040531;230440;-3.745.421;-38.533.545;202005
3625044;JOAO MARCELO XIMENES RODRIGUES                              ;CLINICA ODONTOLOGICA DR MARCELO                             ;RUA SAVINO BARREIRA                     ;659;CENTRO              ;63475000;230690;                              ;                              ;202005
3625400;FERNANDA MARIA VASCONCELOS PINHO                            ;FERNANDA MARIA VASCONCELOS PINHO                            ;AV DOM LUIZ                             ;500;MEIRELES            ;60160230;230440;-3.734.032;-38.497.050;202005
3625494;HELIO RUFINO CUNHA                                          ;HELIO RUFINO CUNHA                                          ;RUA VICENTE NOGUEIRA BRAGA              ;214;FATIMA              ;60040570;230440;-3.755.701;-38.522.179;202005
3625737;PREFEITURA MUNICIPAL DE SANTANA DO ACARAU                   ;UNIDADE DE SAUDE DA FAMILIA DA BAIA                         ;ZONA RURAL AVIS X                       ;S/N       ;RURAL               ;62150000;231200;-3.551.110.743.038.140;-4.024.812.614.651.480;202005
3625761;CELIA MARIA DE MENEZES LIMA                                 ;CELIA MARIA DE MENEZES LIMA                                 ;AV DOM LUIS                             ;1233;MEIRELES            ;60160230;230440;-3.732.261;-38.500.341;202005
3626180;ANASTACIA DE OLIVEIRA QUEIROZ SOUZA                         ;ANASTACIA DE OLIVEIRA QUEIROZ SOUZA                         ;RUA TIBURCIO CAVALCANTE                 ;2860;DIONISIO TORRES     ;60125101;230440;-3.749.691;-38.506.342;202005
3626717;ROSANGELA ALBEQUERQUE LOPES                                 ;ROSANGELA ALBEQUERQUE LOPES                                 ;RUA ULISSES BEZERRA                     ;2055;CIDADE DOS FUNCIONAR;60822490;230440;-3.797.054;-38.497.742;202005
3627020;LABORATORIO CLINICO CAVALCANTE MARTINS LTDA ME              ;LABORATORIO DE REFERENCIA DE CRATEUS                        ;RUA PADRE MACEDO                        ;306;CENTRO              ;63700000;230410;                              ;                              ;202005
3627624;ANA MAURICIA BRANDAO                                        ;ANA MAURICIA BRANDAO                                        ;AV DES FLORIANO BENEVIDES               ;402;EDSON QUEIROZ       ;60811690;230440;-377.254;-3.847.781;202005
3627705;JOSE VENICIO DOS SANTOS CORDEIRO                            ;JOSE VENICIO DOS SANTOS CORDEIRO                            ;RUA DA CONCEICAO                        ;607;CENTRO              ;63010222;230730;-72.041.137;-393.153.054;202005
3627853;ADRIANO SERGIO BARROSO DO NASCIMENTO                        ;ADRIANO SERGIO BARROSO DO NASCIMENTO                        ;AV BEZERRA DE MENEZES                   ;2071;PARQUELANDIA        ;60325004;230440;-3.735.658;-38.562.757;202005
3627888;FATIMA MARIA ARAUJO DE SOUZA                                ;FATIMA MARIA ARAUJO DE SOUZA                                ;RUA 24 DE MAIO                          ;1114;CENTRO              ;60020001;230440;-3.731.286;-38.533.751;202005
3627918;JUDITH MARINHO DE ARRUDA                                    ;JUDITH MARINHO DE ARRUDA                                    ;RUA ASSUNCAO                            ;528;CENTRO              ;60050100;230440;-3.734.553;-38.528.981;202005
3627969;MILENA DE OLIVEIRA LACERDA                                  ;MILENA DE OLIVEIRA LACERDA                                  ;JOSE CARVALHO                           ;300;CENTRO              ;63100020;230420;                              ;                              ;202005
3627977;IVNA VALENTINA ALBUQUERQUE DE AQUINO                        ;IVNA AQUINO                                                 ;DR MIGUEL LIMAVERDE                     ;477;CENTRO              ;63100060;230420;-7.232.401.178.188.000;-3.941.173.553.466.790;202005
3627993;ROSANGELA CARVALHO DE ANDRADE                               ;ROSANGELA CARVALHO DE ANDRADE                               ;RUA BARAO DE ARATANHA                   ;1465;FATIMA              ;60050071;230440;-3.745.375;-38.530.529;202005
3628299;MARIA ALBANITA MONT ALVERNE DE ANDRADE                      ;DRA ALBANITA                                                ;RUA MENINO DEUS                         ;287;CENTRO              ;62010310;231290;-36.876.554;-403.465.683;202005
3628345;LIVIA ALICE BARRETO MACEDO CAMELO                           ;LIVIA ALICE BARRETO MACEDO CAMELO                           ;VILA MILITAR DOS OFICIAIS               ;13;VENANCIOS           ;63708440;230410;-5.178;-40.678;202005
3628779;CAMILA DASSUMPCAO RANGEL                                    ;CAMILA DASSUMPCAO RANGEL                                    ;AV DOM LUIZ                             ;1233;ALDEOTA             ;60160230;230440;-3.735.484;-38.489.807;202005
3629260;ANDRE PESSOA BEZERRA DE MENEZES                             ;ANDRE PESSOA BEZERRA DE MENEZES                             ;AV PADRE ANTONIO TOMAS                  ;130;ALDOTA              ;60140160;230440;-3.739.330;-38.501.756;202005
3629848;SECRETARIA DA SAUDE DO ESTADO DO CEARA                      ;COORD REGIONAL SAUDE 21 JUAZEIRO DO NORTE                   ;RUA DAS FLORES                          ;942;SANTA TEREZA        ;63050290;230730;-72.219;-39.319;202005
3630633;ANGELA DORIS WANDERLEY                                      ;ANGELA DORIS WANDERLEY                                      ;AV CEL LOURENCO FEITOSA                 ;238;CENTRO              ;63660000;231330;-6.003;-40.293;202005
3631095;PREFEITURA MUNICIPAL DE MARANGUAPE                          ;UBS GUIOMAR PESSOA CAMARA                                   ;RUA VALTER LOPES                        ;419;GUABIRABA           ;61940570;230770;-38.957.170.683.679.500;-3.869.061.291.217.800;202005
3631117;PREF MUN JUAZEIRO DO NORTE                                  ;UBS JOSE GERALDO DA CRUZ                                    ;RUA JOSE GONCALVES DE ALMEIDA           ;284;TIRADENTES          ;63031000;230730;-7.213;-39.315;202005
3631192;REGINA STELA ABREU BRAGA                                    ;REGINA STELA ABREU BRAGA                                    ;RUA MOISES FERREIRA                     ;27;CENTRO              ;60150010;230440;-3.731.881;-38.520.260;202005
3632253;RITA MEIRE GONCALVES                                        ;RITA MEIRE GONCALVES                                        ;AV CEL LOURENCO FEITOSA                 ;84;CENTRO              ;63660000;231330;-6.003;-40.293;202005
3635023;CAUBY MAIA CHAVES JUNIOR                                    ;CAUBY MAIA CHAVES JUNIOR                                    ;RUA TIBURCIO CAVALCANTE                 ;2860;DIONISIO TORRES     ;60125101;230440;-3.749.707;-38.507.093;202005
3635031;CLINICA ALDEOTA SUL                                         ;CLINICA ALDEOTA SUL                                         ;AV OLIVEIRA PAIVA                       ;1976;CIDADE DOS FUNCIONAR;60822131;230440;-3.796.299;-38.488.532;202005
3635775;FRANCISCO LOPES DE SOUZA                                    ;FRANCISCO LOPES DE SOUZA                                    ;RUA HUMAITA                             ;1676;CENTRO              ;62400000;230260;-2.899.859.895.165.630;-4.084.510.803.222.650;202005
3636267;CES DIAGNOSTICOS S C LTDA ME                                ;CLINICA SANTA IMAGEM                                        ;GENERAL SAMPAIO                         ;445;CENTRO              ;60020030;230440;-3.722.515;-38.529.288;202005
3636518;REGIA VLADIA XAVIER DO AMARAL DE OLIVEIRA                   ;REGIA VLADIA XAVIER DO AMARAL DE OLIVEIRA                   ;RUA CONSELHEIRO ALVARO DE OLIVEIRA      ;188;SAO GERARDO         ;60450295;230440;-3.735.857;-38.555.699;202005
3636534;FRANCISCO RODRIGUES MAIA                                    ;FRANCISCO RODRIGUES MAIA                                    ;GALERIA GUSTAVO CORREIA                 ;12;CENTRO              ;63500029;230550;                              ;                              ;202005
3637735;IVAN FONTENELE MEIRA                                        ;IVAN FONTENELE MEIRA                                        ;RUA CAMARAL R MOREIRA                   ;80;CENTRO              ;62230000;230590;                              ;                              ;202005
3640132;PREFEITURA MUNICIPAL DE IBIAPINA                            ;CAPS I IBIAPINA                                             ;RUA SARGENTO JOAO GOMES NETO            ;S/N       ;CENTRO              ;62360000;230530;-39.217.435.517.601.900;-4.089.121.788.740.150;202005
3640175;ANTONIO VIANA VASCONCELOS                                   ;CONSULTORIO ODONTOLOGICO DR VIANA                           ;RUA DEPUTADO ALVARO SOARES              ;348;CENTRO              ;62360000;230530;-3.919.969;-40.888.550;202005
3640523;PREFEITURA MUNICIPAL DE CEDRO                               ;UBSF ESFSB FATIMA BAIRRO PRADO                              ;RUA MESTRE LUIZ BEZERRA                 ;S/N       ;CENTRO              ;63400000;230380;-6.607;-39.062;202005
3640639;M OZANAN DE OLIVEIRA                                        ;LABORATORIO DE ANALISES CLINICAS RUTH LANDIM                ;PRACA ANTONIO MARQUES JUCA              ;1;CENTRO              ;63400000;230380;-6.607;-39.062;202005
3641112;OFTALMOCENTRO DO CARIRI LTDA                                ;OFTALMOCENTRO DO CARIRI                                     ;RUA SAO JOSE                            ;577;CENTRO              ;63010020;230730;-72.033.187;-39.319.917;202005
3642100;JOAO BATISTA OLIVEIRA MAIA                                  ;ODONTOLOGIA DR JOAO BATISTA                                 ;AVENIDA SIMAO DE GOIS                   ;988;CENTRO              ;62823000;230700;-4.834.011.353.730.010;-3.778.099.536.895.750;202005
3642194;REGINA HELENA DE ANDRADE SANTIAGO                           ;CONSULTORIO ODONTOLOGICO DRA REGINA                         ;RUA CORONEL JOSE AMBROSIO               ;113;CENTRO              ;62940000;230870;                              ;                              ;202005
3643891;PREFEITURA MUNICIPAL DE BATURITE                            ;PSF SEDE II                                                 ;RUA SAO PAULO                           ;S/N       ;CENTRO              ;62760000;230210;-4.331.926.070.462.980;-3.887.720.346.450.800;202005
3643913;FADUA CAVALCANTE CAMARA                                     ;FADUA CAVALCANTE CAMARA                                     ;RUA OSVALDO CRUZ                        ;1;MEIRELES            ;60125150;230440;-3.725.948;-38.497.058;202005
3643921;PAULO LEONARDO CELESTINO OLIVEIRA                           ;PAULO LEONARDO CELESTINO OLIVEIRA                           ;RUA PADRE CICERO                        ;753;CENTRO              ;63010020;230730;-72.046.929;-393.197.889;202005
3644308;DEBORA LOPES SANDRES                                        ;DEBORA LOPES SANDRES                                        ;RAIMUNDO ARRUDA                         ;175;PARQUE ARAXA        ;60450530;230440;-3.734.708;-38.551.751;202005
3644413;CARLA PATRICIA DA SILVEIRA                                  ;CARLA PATRICIA DA SILVEIRA                                  ;AV 13 DE MAIO                           ;1356;FATIMA              ;60040531;230440;-3.747.834;-38.530.801;202005
3644472;MARIA DE JESUS BEZERRA FURTADO                              ;MARIA DE JESUS BEZERRA FURTADO                              ;AV 13 DE MAIO                           ;1096;FATIMA              ;60125070;230440;                              ;                              ;202005
3644510;ANA MARIA MEDEIROS DE LACERDA E MELO                        ;ANA MARIA MEDEIROS DE LACERDA E MELO                        ;AV SANTOS DUMONT                        ;2626;ALDEOTA             ;60150161;230440;-3.742.987;-38.618.259;202005
3644537;CLINICA ODONTOLOGICA                                        ;CLINICA ODONTOLOGICA                                        ;RUA 14 DE MAIO                          ;120;CENTRO              ;63180000;230190;-7.305;-39.302;202005
3644588;CARMEN LUCIA DOURADO DE ARAGAO                              ;CARMEN LUCIA DOURADO DE ARAGAO                              ;RUA BARAO DE ARATANHA                   ;1465;FATIMA              ;60050071;230440;-3.745.664;-38.530.518;202005
3644596;CLINICA DE DOENCAS RENAIS DE BARBALHA SC LTDA               ;CLINIRIM                                                    ;AV PAULO MAURICIO                       ;S/N       ;CENTRO              ;63180000;230190;-7.305;-39.302;202005
3644618;PENITENCIARIA INDUSTRIAL REGIONAL DO CARIRI PIRC            ;PENITENCIARIA INDUSTRIAL REGIONAL DO CARIRI PIRC            ;AV PAIZINHO SABIA                       ;0;SITIO TOURO         ;63020760;230730;-7.243.312;-39.286.380;202005
3644677;JUCINEIDE CARDOSO SILVA                                     ;JUCINEIDE CARDOSO SILVA                                     ;RUA BARAO DO RIO BRANCO                 ;1236;CENTRO              ;60025061;230440;-3.729.078;-38.529.224;202005
3644693;JOSE JADER CAVALCANTE MATOS                                 ;JOSE JADER CAVALCANTE MATOS                                 ;AV SANTOS DUMONT                        ;304;CENTRO              ;60150160;230440;-3.729.097;-38.520.744;202005
3644723;MARIA INEZ DE ALENCAR MATOS                                 ;MARIA INEZ DE ALENCAR MATOS                                 ;AV SANTOS DUMONT                        ;304;CENTRO              ;60150160;230440;-3.729.086;-38.520.712;202005
3644944;CANDICE MACEDO RANGEL                                       ;CANDICE MACEDO RANGEL                                       ;RUA ANTONIO AUGUSTO                     ;1271;ALDEOTA             ;60110370;230440;-3.731.541;-38.513.677;202005
3645126;MORGANA PONTES BRASIL GRADVOHL                              ;MORGANA PONTES BRASIL GRADVOHL                              ;RUA CAROLINA SUCUPIRA                   ;444;ALDEOTA             ;60140120;230440;-3.741.485;-38.499.175;202005
3645150;ANA ACACIA MARINHO ALMEIDA SIMOES                           ;ANA ACACIA MARINHO ALMEIDA SIMOES                           ;RUA CAROLINA SUCUPIRA                   ;444;ALDEOTA             ;60140120;230440;-3.717;-38.543;202005
3645347;ANA MARCIA PINTO DE SA                                      ;ANA MARCIA PINTO DE SA                                      ;RUA DESEMBARGADOR LEITE DE ALBUQUERQUE  ;270;ALDEOTA             ;60150150;230440;-3.736.219;-38.501.397;202005
3645436;DANIELA DA SILVA BEZERRA                                    ;DANIELA DA SILVA BEZERRA                                    ;AV JOAO PESSOA                          ;244;DAMAS               ;60425684;230440;-3.740.302;-38.643.864;202005
3646009;IVNA GOMES NOGUEIRA                                         ;IVNA GOMES NOGUEIRA                                         ;AV CEL CARVALHO                         ;2158;JARDIM GUANABARA    ;60346164;230440;-3.721.085;-38.586.497;202005
3646343;MARINISI SALES ARAGAO                                       ;MARINISI SALES ARAGAO                                       ;RUA J DA PENHA                          ;720;CENTRO              ;60110120;230440;-3.737.120;-38.520.649;202005
3646424;MARIA DO CARMO GOMES OLIVEIRA                               ;MARIA DO CARMO GOMES OLIVEIRA                               ;AV GODOFREDO MACIEL                     ;1242;MARAPONGA           ;60710000;230440;-3.786.160;-38.566.913;202005
3646548;ANTONIO WILON EVELIN SOARES FILHO                           ;ANTONIO WILON EVELIN SOARES FILHO                           ;AV DOS EXPEDICIONARIOS                  ;4575;MONTESE             ;60410411;230440;                              ;                              ;202005
3646580;ANA CRISTINA ALENCAR DE ANDRADE                             ;ANA CRISTINA ALENCAR DE ANDRADE                             ;RUA MONSENHOR BRUNO                     ;2510;JOAQUIM TAVORA      ;60115046;230440;-3.758.069;-385.389;202005
3646602;MARCO AURELIO CARVALHO TOSCANA                              ;MARCO AURELIO CARVALHO TOSCANA                              ;AV DOS EXPEDICIONARIOS                  ;4575;MONTESE             ;60410411;230440;                              ;                              ;202005
3646831;CRISTIANA MAPURUNGA LEITE                                   ;CRISTIANA MAPURUNGA LEITE                                   ;AV DOM LUIS                             ;500;ALDEOTA             ;60160230;230440;-3.733.941;-38.497.040;202005
3646858;DELANE VIANA GONDIM                                         ;DELANE VIANA GONDIM                                         ;RUA ERICO MOTA                          ;56;PARQUELANDIA        ;60450175;230440;-3.736.024;-38.563.045;202005
3646947;PENITENCIARIA INDUSTRIAL REGIONAL DE SOBRAL                 ;PENITENCIARIA DE SOBRAL                                     ;RODOVIA MOESIO LOIOLA KM 06             ;S/N       ;SOBRAL              ;62011000;231290;-37.395;-40.338;202005
3646955;LEDA MARIA BRAGA CORDEIRO                                   ;LEDA MARIA BRAGA CORDEIRO                                   ;RUA JORNALISTA HELDER FEITOSA           ;366;COLIBRIS            ;63660000;231330;-60.042.379;-402.985.517;202005
3647145;JORIO DA ESCOSSIA JUNIOR                                    ;JORIO DA ESCOSSIA JUNIOR                                    ;AV ANTONIO SALES                        ;3443;DIONISIO TORRES     ;60135102;230440;-3.748.138;-38.491.841;202005
3647471;PREF M BELA CRUZ                                            ;CENTRO DE ESPECIALIDADES ODONTOLOGICAS                      ;RUA HUMAITO                             ;34;CENTRO              ;62570000;230230;-3.051;-40.168;202005
3647552;PREF M ARARENDA                                             ;PSF SAO FRANCISCO DAS CHAGAS                                ;RUA GONCALO SOARES TORRES               ;0;VARJOTA             ;62210000;230125;-47.515.171.218.457.500;-4.083.510.875.701.900;202005
3647773;FRANCISCA VIRGINIA FALCAO SILVA                             ;FRANCISCA VIRGINIA FALCAO SILVA                             ;AVENIDA DESEMBARGADOR MOREIRA           ;2800;DIONISIO TORRES     ;60170002;230440;-3.750.075;-38.503.153;202005
3647803;RODOLFO PUCCI SCHAUMANN                                     ;RODOLFO PUCCI SCHAUMANN                                     ;RUA ROQUETE PINTO                       ;123;MARAPONGA           ;60710160;230440;-3.783.895;-38.567.188;202005
3647846;MARIA ELIZABETH DE SOUSA RODRIGUES                          ;MARIA ELIZABETH DE SOUSA RODRIGUES                          ;SENADOR ALUARO ADOLFO                   ;955;PRESIDENTE KENEDY   ;60355572;230440;-3.732.811;-3.857.647;202005
3647978;MUNICIPIO DE INDEPENDENCIA                                  ;PSF SEDE III COHAB                                          ;RUA A                                   ;116;COHAB               ;63640000;230560;-538.696.013;-4.030.467.616;202005
3648060;PEDRO ARAGAO XIMENES NETO                                   ;CONSULTORIO ODONTOLOGICO PEDRO ARAGAO                       ;RUA MONSENHOR MELO                      ;S/N       ;CENTRO              ;62360000;230530;-39.188.803.035.309.000;-4.088.856.786.489.480;202005
3648184;CRISTINA FERREIRA E SILVA LAZARSKI                          ;CRISTINA FERREIRA E SILVA LAZARSKI                          ;AV PONTES VIEIRA                        ;2651;DIONISIO TORRES     ;60160230;230440;                              ;                              ;202005
3649059;MILENA MARIA CASTELO BRANCO DANTAS                          ;MILENA MARIA CASTELO BRANCO DANTAS                          ;AVENIDA MANOEL CASTRO                   ;723;CENTRO              ;62940000;230870;-5.107;-38.373;202005
3649105;KARLA CORDEIRO PINHO TIMBO                                  ;KARLA CORDEIRO PINHO TIMBO                                  ;AVENIDA DOM LUIS                        ;1200;ALDEOTA             ;60160196;230440;-3.736.072;-38.490.074;202005
3649148;JOSE MOREIRA BARRETO JUNIOR                                 ;JOSE MOREIRA BARRETO JUNIOR                                 ;AV 13 DE MAIO                           ;1189;FATIMA              ;60040531;230440;-3.749.231;-38.529.884;202005
3649164;SUELY DE SA PEREIRA LEITE                                   ;SUELY DE SA PEREIRA LEITE                                   ;AV DESEMBARGADOR MOREIRA                ;2020;ALDEOTA             ;60110110;230440;-3.742.830;-38.500.938;202005
3649660;MARIA DE FATIMA FORTALEZA DO NASCIMENTO                     ;MARIA DE FATIMA FORTALEZA DO NASCIMENTO                     ;RUA GUARETINGUETA                       ;60;PARANGABA           ;60710180;230440;-3.780.792;-38.566.834;202005
3652440;ROSEANE SALES DIAS                                          ;ROSEANE SALES DIAS                                          ;RUA JOSE LOURENCO                       ;590;MEIRELES            ;60115280;230440;-3.728.761;-38.506.178;202005
3653242;LEONIDAS PROCOPIO MARTINS                                   ;LEONIDAS PROCOPIO MARTINS                                   ;RUA MANOEL PADILHA                      ;50;FATIMA              ;60040550;230440;-3.754.072;-38.520.902;202005
3654648;CLINICA ANTONIO MACEDO SANTANA                              ;CLINICA ANTONIO MACEDO SANTANA                              ;AV RUI BARBOSA                          ;2190;JOAQUIM TAVORA      ;60115222;230440;-3.741.718;-38.511.434;202005
3654680;DANIELLE DE MENEZES FERREIRA                                ;DANIELLE DE MENEZES FERREIRA                                ;AV SANTOS DUMONT                        ;2828;ALDEOTA             ;60150161;230440;-3.767.837;-38.516.056;202005
3654842;MARCISA CELIDA MELO FILGUEIRA                               ;MARCISA CELIDA MELO FILGUEIRA                               ;RUA LEONARDO MOTA                       ;2661;DIONISIO TORRES     ;60110110;230440;-3.748.853;-38.500.149;202005
3655067;JANAINA MOTA GUERRA                                         ;JANAINA MOTA GUERRA                                         ;AV 5                                    ;840;JEREISSATI I        ;61905500;230765;                              ;                              ;202005
3655156;LUIZ MALINVERNO PEDROSO DA SILVEIRA                         ;LUIZ MALINVERNO PEDROSO DA SILVEIRA                         ;RUA CORONEL LINHARES                    ;950;ALDEOTA             ;60170075;230440;-3.736.851;-38.494.571;202005
3655482;MARIA DAS GRACAS ARAUJO                                     ;CLINICA CENTERFISIO                                         ;AVENIDA 08 DE NOVEMBRO                  ;726;CENTRO              ;63475000;230690;                              ;                              ;202005
3655849;TRYCIA ALEXANDRE CARNEIRO                                   ;TRYCIA ALEXANDRE CARNEIRO                                   ;AV SANTOS DUMONT                        ;2789;ALDEOTA             ;60150161;230440;-3.767.789;-38.516.067;202005
3657965;PREF M ACARAU                                               ;USF DE CARRAPATEIRAS                                        ;POVOADO DE CARRAPATEIRAS                ;S/N       ;CARRAPATEIRAS       ;62580000;230020;-2.886;-40.12                        ;202005
3657973;PREF M ACARAU                                               ;USF PAULO VI                                                ;RUA SDO                                 ;329;PAULO VI            ;62580000;230020;-2.886;-40.12                        ;202005
3658007;PREF M ACARAU                                               ;USF ADALGIZA SILVEIRA                                       ;POVOADO DE LAGOA DO CARNEIRO            ;S/N       ;DISTRITO            ;62580000;230020;-2.886;-40.12                        ;202005
3658031;WENIA MARIA DE OLIVEIRA BELMINO                             ;CONSULTORIO ODONTOLOGICO WENIA MARIA DE OLIVEIRA            ;FRANCISCO REMIGIO                       ;519;CENTRO              ;62930000;230760;-5.147.665.669.536.630;-3.809.809.684.753.410;202005
3658902;CRISTIANE RABELO MORAIS                                     ;CRISTIANE RABELO MORAIS                                     ;AV JOVITA FEITOSA                       ;2816;PARQUELANDIA        ;60455410;230440;-3.740.878;-38.562.488;202005
3658953;FRANCISCO MARTINS FERREIRA FILHO                            ;FRANCISCO MARTINS FERREIRA FILHO                            ;AV VISCONDE DO RIO BRANCO               ;2598;JOAQUIM TAVORA      ;60055171;230440;-3.743.682;-38.522.594;202005
3659488;TELMA MARIA RABELO GONDIM                                   ;TELMA MARIA RABELO GONDIM                                   ;AV EXPEDICIONARIOS                      ;4575;MONTESE             ;60410324;230440;-3.757.941;-38.537.839;202005
3660257;ALINE VIEIRA FEIJO                                          ;ALINE VIEIRA FEIJO                                          ;RUA GONCALVES LEDO                      ;974;ALDEOTA             ;60110528;230440;-3.732.468;-38.516.627;202005
3662527;MARGARET MAIA SOARES M ARRAIS                               ;MARGARET MAIA SOARES M ARRAIS                               ;RUA PADRE CICERO                        ;774;CENTRO              ;63010020;230730;-72.046.929;-393.197.889;202005
3663043;DOMINGOS BANDEIRA FELIX                                     ;DOMINGOS BANDEIRA FELIX                                     ;RUA ANTONIO AUGUSTO                     ;1271;ALDEOTA             ;60110370;230440;-3.731.562;-38.513.677;202005
3663663;HENRIQUE JOSE BASTOS PINHEIRO                               ;HENRIQUE JOSE BASTOS PINHEIRO                               ;RUA 22                                  ;12;BARRA DO CEARA      ;60347440;230440;-3.760.302;-3.846.265;202005
3665135;PREFEITURA MUNICIPAL DE SENADOR POMPEU                      ;CENTRO DE ESPECIALIDADES ODONTOLOGICAS                      ;RUA JOSE CLEMENTE                       ;S/N       ;CARACARA            ;63600000;231270;-5.582.494;-39.371.177;202005
3665151;LUCIO HELIO PEREIRA DE ALMEIDA                              ;LUCIO HELIO PEREIRA DE ALMEIDA                              ;AV 13 DE MAIO                           ;1096;FATIMA              ;60115171;230440;-3.749.395;-38.528.878;202005
3665178;LUCIANO PEREIRA DE ALMEIDA                                  ;LUCIANO PEREIRA DE ALMEIDA                                  ;AV 13 DE MAIO                           ;1096;FATIMA              ;60115171;230440;-3.749.405;-38.528.878;202005
3666808;KATYA GOMES MOREIRA                                         ;KATYA GOMES MOREIRA                                         ;RUA ERETIDES MARTINS                    ;1251;SALA 02             ;60350350;230440;-3.730.227;-38.558.867;202005
3667367;PREFEITURA MUNICIPAL DE FARIAS BRITO                        ;CAPS CENTRO ATENCAO PSICOSSOCIAL DE FARIAS BRITO            ;MANOEL PINHEIRO DE ALMEIDA              ;558;CENTRO              ;63185000;230430;-6.925.252;-39.573.442;202005
